Stanowisko; Miejsce pracy; Rodzaj umowy; Pracodawca; Dostępna od; 
"Sprzątaczka  biurowa"; "Dąbrowa Górnicza, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "INWEMER SYSTEM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-28"; 
"SPRZĄTACZKA - 37"; "Świdnica, dolnośląskie"; "Umowa o pracę na okres próbny"; "FIRMA WIELOBRANŻOWA JODKO - SCHIEWE SPÓŁKA JAWNA"; "2025-02-04"; 
"Sprzątaczka - Lubawa /praca dorywcza/"; "Lubawa, warmińsko-mazurskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "JAREXS Plus Sp. z o.o."; "2025-02-04"; 
"Sprzątaczka -1/2 etatu"; "Iława, warmińsko-mazurskie"; "Umowa o pracę na okres próbny"; "ICS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-21"; 
"Sprzątaczka (1/2 etatu) K/M"; "Warszawa, mazowieckie"; "Umowa o pracę na okres próbny"; "WOJEWÓDZKI INSPEKTORAT INSPEKCJI HANDLOWEJ W WARSZAWIE"; "2025-02-13"; 
"Sprzątaczka (1/2 etatu) K/M"; "Warszawa, mazowieckie"; "Umowa o pracę na okres próbny"; "SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 318 IM. JANA CHRISTIANA ANDERSENA"; "2025-02-17"; 
"Sprzątaczka (os. niepełnosprawne)"; "Łódź, łódzkie"; "Umowa o pracę na okres próbny"; "JANG Sp. zo.o."; "2025-02-06"; 
"Sprzątaczka (Osoby niepełnosprawne) [ul. Armii Krajowej]"; "Katowice, śląskie"; "Umowa o pracę na okres próbny"; "KŁOS PIEKARNIA RODZINNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-14"; 
"Sprzątaczka (Osoby niepełnosprawne) [ul. Szczecińska]"; "Katowice, śląskie"; "Umowa o pracę na okres próbny"; "KŁOS PIEKARNIA RODZINNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-14"; 
"Sprzątaczka (Żagań)"; "Żagań, lubuskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "TOP SYSTEM MACIEJ SMAK"; "2025-02-17"; 
"Sprzątaczka 1/2 etatu"; "Buczkowice, śląskie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO PRODUKCYJNO USŁUGOWO HANDLOWE - PIEKARNICTWO GRZEGORZ I BOGDAN DURAJ SPÓŁKA CYWILNA"; "2025-02-17"; 
"sprzątaczka biurowa"; "Słomniki, małopolskie"; "Umowa o pracę na okres próbny"; "Przedsiębiorstwo Handlowo Usługowe ""PROMYCZEK"" Ewa Grzybek"; "2025-02-13"; 
"sprzątaczka biurowa"; "Kraków, małopolskie"; "Umowa o pracę na czas określony"; "Przedsiębiorstwo handlowo Usługowe ""Promyczek"" Ewa Grzybek"; "2025-02-21"; 
"Sprzątaczka biurowa"; "Wieliczka, małopolskie"; "Umowa o pracę na okres próbny"; "ARMA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-13"; 
"Sprzątaczka biurowa"; "Sosnowiec, śląskie"; "Umowa o pracę na okres próbny"; "ZAKŁADY USŁUGOWE ""EZT"" SPÓŁKA AKCYJNA"; "2025-02-05"; 
"Sprzątaczka biurowa"; "Olesno, opolskie"; "Umowa o pracę w zastępstwie"; "Clar System S.A."; "2025-02-12"; 
"Sprzątaczka biurowa"; "Katowice, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "INWEMER SYSTEM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-18"; 
"Sprzątaczka biurowa "; "Kielce, świętokrzyskie"; "Umowa o pracę na okres próbny"; "SKAREM"; "2025-02-03"; 
"Sprzątaczka biurowa (Osoby niepełnosprawne) [1/2 etatu]"; "Katowice, śląskie"; "Umowa o pracę na okres próbny"; "ARMA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-14"; 
"Sprzątaczka biurowa K/M"; "Warszawa, mazowieckie"; "Umowa zlecenie / Umowa o świadczenie usług"; "ZAKŁADY USŁUGOWE ""EZT"" SPÓŁKA AKCYJNA"; "2025-01-31"; 
"Sprzątaczka biurowa K/M"; "Warszawa, mazowieckie"; "Umowa o pracę na okres próbny"; "ZAKŁADY USŁUGOWE ""EZT"" SPÓŁKA AKCYJNA"; "2025-01-31"; 
"sprzątaczka hotelowa"; "Koziegłowy, śląskie"; "Umowa o pracę na czas określony"; "S.C ZAJAZD MARGOS J.Daniel, W.Daniel"; "2024-12-05"; 
"Sprzątaczka hotelowa z orzeczeniem o niepełnosprawności"; "Kielce, świętokrzyskie"; "Umowa o pracę na czas określony"; "ZAKŁADY USŁUGOWE EZT S.A."; "2025-02-11"; 
"Sprzątaczka K/M"; "Warszawa, mazowieckie"; "Umowa o pracę na czas określony"; "Szkoła Podstawowa Nr 258"; "2025-02-11"; 
"Sprzątaczka K/M"; "Warszawa, mazowieckie"; "Umowa o pracę na okres próbny"; "SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 318 IM. JANA CHRISTIANA ANDERSENA"; "2025-02-17"; 
"Sprzątaczka K/M"; "Warszawa, mazowieckie"; "Umowa o pracę na okres próbny"; "SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 330 IM. NAUCZYCIELI TAJNEGO NAUCZANIA"; "2025-02-19"; 
"Sprzątaczka K/M"; "Warszawa, mazowieckie"; "Umowa o pracę na czas określony"; "SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI I ODDZIAŁAMI DWUJĘZYCZNYMI NR 211 IM. JANUSZA KORCZAKA"; "2025-02-19"; 
"Sprzątaczka klatek schodowych"; "Pyrzyce, zachodniopomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "FIRMA USŁUGOWA"; "2025-02-11"; 
"Sprzątaczka R87/0449-225/25"; "Ługowiska, kujawsko-pomorskie"; "Umowa o pracę na okres próbny"; "PRYWATNY OŚRODEK TERAPII UZALEŻNIEŃ OAZA S.C. JOLANTA MANIECKA, PATRYCJUSZ MANIECKI"; "2025-01-22"; 
"Sprzątaczka RUE53/0392-191/25"; "Włocławek, kujawsko-pomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "SUZI TRANS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-18"; 
"Sprzątaczka terenów kolejowych "; "Drygulec, świętokrzyskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "ZAKŁADY USŁUGOWE ""WSCHÓD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-17"; 
"Sprzątaczka z orzeczonym stopniem niepełnosprawności"; "Chrzanów, małopolskie"; "Umowa o pracę na okres próbny"; "FIRMA USŁUGOWA ""EKO-JAGR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-18"; 
"Sprzątaczka."; "Kielce, świętokrzyskie"; "Umowa o pracę na czas nieokreślony"; "kontakt przez OHP"; "2025-01-13"; 
"Sprzątaczka."; "Kielce, świętokrzyskie"; "Umowa o pracę na czas nieokreślony"; "kontakt przez OHP"; "2025-01-13"; 
"Sprzątaczka/Pokojowa"; "Siedlce, mazowieckie"; "Umowa zlecenie / Umowa o świadczenie usług"; "FIRMA HANDLOWO USŁUGOWA JAROSŁAW CABAJ HOTEL KAMIENICA"; "2025-02-18"; 
"Sprzątaczka/Pracownik utrzymania czystości"; "Zielonka, mazowieckie"; "Umowa o pracę na okres próbny"; "KONICZYNKA Magdalena Korgul"; "2025-02-05"; 
"Sprzątaczka/sprzątacz"; "Wrocław, dolnośląskie"; "Umowa o pracę na okres próbny"; """SECURITY & CLEANING SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-03"; 
"Sprzątaczka/sprzątacz terenów kolejowych ( 60h/m)"; "Stary Garbów, świętokrzyskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "ZAKŁADY USŁUGOWE ""WSCHÓD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-11"; 
"Sprzątaczka/woźna"; "Poznań, wielkopolskie"; "Umowa o pracę w zastępstwie"; "Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci Niesłyszących im. Józefa Sikorskiego"; "2025-02-17"; 
"sprzątająca/y"; "Częstochowa, śląskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2024-12-30"; 
"Sprzątanie"; "Katowice, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "KANCELARIA KSIĘGOWO PODATKOWA EWA SIEWIERSKA"; "2025-01-23"; 
"Sprzątanie"; "Opole, opolskie"; "Umowa o pracę na okres próbny"; "kontakt przez OHP"; "2025-01-24"; 
"Sprzątanie"; "Opole, opolskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "kontakt przez OHP"; "2025-01-27"; 
"Sprzątanie "; "Koszalin, zachodniopomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "kontakt przez PUP"; "2025-02-18"; 
"Sprzątanie - teren zewnętrzny"; "Opole, opolskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "kontakt przez OHP"; "2025-01-30"; 
"Sprzątanie biura (2 godz. dziennie) K/M"; "Warszawa, mazowieckie"; "Umowa o pracę na czas nieokreślony"; "UPCLEAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-12"; 
"Sprzątanie perfumerii Marki/Warszawa (2 godz. dziennie) K/M"; "Marki, opolskie"; "Umowa o pracę na czas nieokreślony"; "UPCLEAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-12"; 
"Sprzątanie pomieszczeń produkcyjnych - Serwisant Produkcyjny"; "Mielec, podkarpackie"; "Umowa o pracę na okres próbny"; "ZAKŁADY FARMACEUTYCZNE ""COLFARM"" SPÓŁKA AKCYJNA"; "2025-02-19"; 
"sprzedawca"; "Krotoszyn, wielkopolskie"; "Umowa o pracę na okres próbny"; "MEZZE ABDELRAHMAN EZZAT"; "2025-01-16"; 
"sprzedawca"; "Oświęcim, małopolskie"; "Umowa o pracę na okres próbny"; "JANDS Sylwia Rejdych"; "2025-01-20"; 
"sprzedawca"; "Biała Podlaska, lubelskie"; "Umowa o pracę na okres próbny"; "Przedsiębiorstwo Handlowo-Usługowe ""TRIO"" Lipniacki i Wspólnicy sp.j."; "2025-01-20"; 
"sprzedawca"; "Sokółka, podlaskie"; "Umowa o pracę na czas określony"; "MEMO SP. ZO.O. SP.K."; "2025-02-07"; 
"sprzedawca"; "Ługi, pomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "kontakt przez OHP"; "2025-02-10"; 
"sprzedawca"; "Biała Podlaska, lubelskie"; "Umowa o pracę na okres próbny"; "Wostim sp. z o.o."; "2025-02-12"; 
"sprzedawca"; "Góra, śląskie"; "Umowa o pracę na okres próbny"; "Firma Handlowo-Usługowa Irena Kóska"; "2025-02-14"; 
"sprzedawca"; "Nowe Brzesko, małopolskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-18"; 
"Sprzedawca"; "Kietrz, opolskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2024-02-27"; 
"Sprzedawca"; "Lublin, lubelskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2024-03-15"; 
"Sprzedawca"; "Bychawa, lubelskie"; "Nie dotyczy"; "kontakt przez PUP"; "2024-04-23"; 
"Sprzedawca"; "Zawiercie, śląskie"; "Umowa o pracę na okres próbny"; "FIRMA HANDLOWO - USŁUGOWO - TRANSPORTOWA Langner Zbigniew"; "2024-10-07"; 
"Sprzedawca"; "Łazy, śląskie"; "Umowa o pracę na okres próbny"; "FIRMA HANDLOWO - USŁUGOWO - TRANSPORTOWA Langner Zbigniew"; "2024-10-07"; 
"Sprzedawca"; "Samborzec, świętokrzyskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2024-10-08"; 
"Sprzedawca"; "Wołczyn, opolskie"; "Umowa o pracę na okres próbny"; "Przedsiębiorstwo Usługowo-Handlowe EURO-KAM Kazimierz Musiałek"; "2024-10-30"; 
"Sprzedawca"; "Dobra, wielkopolskie"; "Umowa o pracę na czas określony"; "ZAKŁAD CUKIERNICZO - PIEKARSKI MARK TERESA GABRYŚ"; "2024-11-25"; 
"Sprzedawca"; "Czarny Dunajec, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2024-11-26"; 
"Sprzedawca"; "Ostrów Mazowiecka, mazowieckie"; "Umowa o pracę na czas określony"; "Albert Jerzy Owsiewski JANPOL"; "2024-11-29"; 
"Sprzedawca"; "Lipinki, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2024-11-29"; 
"Sprzedawca"; "Bystrzyca Kłodzka, dolnośląskie"; "Umowa o pracę na czas określony"; "FHU ""AGA"" Agnieszka Płuciennik"; "2024-12-04"; 
"Sprzedawca"; "Augustów, podlaskie"; "Umowa o pracę na czas nieokreślony"; "OPTINEX ZBIGNIEW WALICKI"; "2024-12-17"; 
"Sprzedawca"; "Bolszewo, pomorskie"; "Umowa o pracę na czas określony"; "PHU SZEWCZYK MARLENA"; "2024-12-17"; 
"Sprzedawca"; "Przasnysz, mazowieckie"; "Umowa o pracę na czas określony"; "Zdzisław Modzelewski Mała Gastronomia BAR ""SMAKOSZ"""; "2024-12-19"; 
"Sprzedawca"; "Legnica, dolnośląskie"; "Umowa o pracę na okres próbny"; "Wioletta Wąsiewicz-Pawlak Piekarnictwo Artykuły Spożywcze"; "2025-01-02"; 
"Sprzedawca"; "Polana, podkarpackie"; "Umowa o pracę na okres próbny"; "Bieszczadzkie Anioły Radosław Czubak"; "2025-01-02"; 
"Sprzedawca"; "Ostrów Mazowiecka, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-03"; 
"Sprzedawca"; "Łomża, podlaskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "kontakt przez OHP"; "2025-01-03"; 
"Sprzedawca"; "Warszawa, mazowieckie"; "Praktyka absolwencka"; "KEEN Solutions Sp. z o.o."; "2025-01-06"; 
"Sprzedawca"; "Bytom, śląskie"; "Umowa o pracę na okres próbny"; """SPOŁEM"" Powszechna Spółdzielnia Spożywców w Bytomiu"; "2025-01-07"; 
"Sprzedawca"; "Margonin, wielkopolskie"; "Umowa o pracę na czas określony"; "MARGOSTAL - REWOLIŃSCY SPÓŁKA JAWNA"; "2025-01-10"; 
"Sprzedawca"; "Brody, małopolskie"; "Umowa o pracę na okres próbny"; "GMINNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"""; "2025-01-13"; 
"Sprzedawca"; "Siemianowice Śląskie, śląskie"; "Umowa o pracę na okres próbny"; "DAPIO Spółka Cywilna Daria Śmieszkoł, Piotr Śmieszkoł"; "2025-01-13"; 
"Sprzedawca"; "Bieruń, śląskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-14"; 
"Sprzedawca"; "Kazimierza Wielka, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-14"; 
"Sprzedawca"; "Wysokie Mazowieckie, podlaskie"; "Umowa o pracę na czas określony"; "CERAMIK TWORKOWSKI I WSPÓLNICY SPÓŁKA JAWNA"; "2025-01-14"; 
"Sprzedawca"; "Zawady, łódzkie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""SKORPION"" SYLWESTER NADAJEWSKI"; "2025-01-15"; 
"Sprzedawca"; "Zakopane, małopolskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-15"; 
"Sprzedawca"; "Raszków, wielkopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-29"; 
"Sprzedawca"; "Mielec, podkarpackie"; "Umowa zlecenie / Umowa o świadczenie usług"; "FHU Paweł Ząbek"; "2025-01-16"; 
"Sprzedawca"; "Głogów, dolnośląskie"; "Umowa o pracę na okres próbny"; "Firma Handlowa NETA -Aneta Florczak"; "2025-01-16"; 
"Sprzedawca"; "Wadowice, małopolskie"; "Umowa o pracę na okres próbny"; "WEKTOR ŁAZIENKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIANOŚCIĄ"; "2025-01-16"; 
"Sprzedawca"; "Biedaszki Małe, warmińsko-mazurskie"; "Umowa o pracę na czas nieokreślony"; "Piekarnia Mistrza Jana Jan Nowak"; "2025-01-16"; 
"Sprzedawca"; "Słubice, lubuskie"; "Umowa o pracę na czas nieokreślony"; "CAFE CLUB ROCK-CUKIERNIA S.C. STANISŁAW SZCZERBIŃSKI, RADOSŁAW SZCZERBIŃSKI, WIOLETTA SZCZERBIŃSKA"; "2025-01-17"; 
"Sprzedawca"; "Płock, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-20"; 
"Sprzedawca"; "Bychawa, lubelskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-20"; 
"Sprzedawca"; "Rydułtowy, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; """PALARO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-21"; 
"Sprzedawca"; "Bartkowa-Posadowa, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-21"; 
"Sprzedawca"; "Piekary Śląskie, śląskie"; "Umowa o pracę na okres próbny"; "SKLEP SPOŻYWCZO-PRZEMYSŁOWY KICZKA ANNA"; "2025-01-21"; 
"Sprzedawca"; "Wąbrzeźno, kujawsko-pomorskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-23"; 
"Sprzedawca"; "Ochotnica Górna, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-21"; 
"Sprzedawca"; "Ruda Śląska, śląskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-22"; 
"Sprzedawca"; "Bytom, śląskie"; "Umowa o pracę na okres próbny"; "Firma Handlowo - Usługowa BUD-MAL Winiarz Bogdan"; "2025-01-22"; 
"Sprzedawca"; "Grajewo, podlaskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-22"; 
"Sprzedawca"; "Wąbrzeźno, kujawsko-pomorskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-23"; 
"Sprzedawca"; "Oleszyce, podkarpackie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-23"; 
"Sprzedawca"; "Twardogóra, dolnośląskie"; "Umowa o pracę na okres próbny"; "HANDLOWO-PRODUKCYJNA SPÓŁDZIELNIA ""SAMOPOMOC CHŁOPSKA"" W TWARDOGÓRZE"; "2025-01-27"; 
"Sprzedawca"; "Tarnobrzeg, podkarpackie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-27"; 
"Sprzedawca"; "Jaworzno, śląskie"; "Umowa o pracę na okres próbny"; "WOŁOWICZ DANUTA FIRMA HANDLOWO-USŁUGOWA ""ERFARB"""; "2025-01-27"; 
"Sprzedawca"; "Tychy, śląskie"; "Umowa o pracę na okres próbny"; "JADWIGA KĘSEK ""WIGA"""; "2025-01-27"; 
"Sprzedawca"; "Łabiszyn, kujawsko-pomorskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-27"; 
"Sprzedawca"; "Łańcut, podkarpackie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-22"; 
"Sprzedawca"; "Zielonki, mazowieckie"; "Umowa o pracę na okres próbny"; "Sklepy Avita Sp. z o. o."; "2025-01-27"; 
"Sprzedawca"; "Strzyżów, podkarpackie"; "Umowa o pracę na czas określony"; "VENA Wiesław Haligowski"; "2025-01-27"; 
"Sprzedawca"; "Wysokie Mazowieckie, podlaskie"; "Umowa o pracę na czas określony"; "KAROL KRYSIEWICZ Delikatesy przy Rynku"; "2025-01-28"; 
"Sprzedawca"; "Bogunice, śląskie"; "Umowa o pracę na okres próbny"; "PIECOWSKI BRONISŁAW PPHU BRUNO - MAR PIEKARNIA-CUKIERNIA SKLEP WIELOBRANŻOWY"; "2025-01-28"; 
"Sprzedawca"; "Bolesławiec, dolnośląskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-28"; 
"Sprzedawca"; "Parowa, dolnośląskie"; "Umowa o pracę na okres próbny"; "P.P.H.U. Ceramika Artystyczna Wiza Sp. z o.o."; "2025-01-28"; 
"Sprzedawca"; "Sochaczew, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-28"; 
"Sprzedawca"; "Słupca, wielkopolskie"; "Umowa o pracę na okres próbny"; "P.H.U. Kornik ""MAX-DOM"" Joanna Kasprzak"; "2025-01-29"; 
"Sprzedawca"; "Kępno, wielkopolskie"; "Umowa o pracę na okres próbny"; "HOME DESIGN MAGDALENA NIESOBSKA"; "2025-01-29"; 
"Sprzedawca"; "Olsztyn, warmińsko-mazurskie"; "Umowa o pracę na czas określony"; "eatfit24.pl JADWIGA MAŁGORZATA MIESZKOWICZ"; "2025-01-30"; 
"Sprzedawca"; "Kęty, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-30"; 
"Sprzedawca"; "Iwanowice Małe, śląskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-30"; 
"Sprzedawca"; "Jeleniec, lubelskie"; "Umowa o pracę na czas określony"; """GULIK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-30"; 
"Sprzedawca"; "Świerczyna, zachodniopomorskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-31"; 
"Sprzedawca"; "Olza, śląskie"; "Umowa o pracę na okres próbny"; "SZWEDA ARTUR SKLEP SPOŻYWCZO-PRZEMYSŁOWY PIEKARNICTWO"; "2025-01-31"; 
"Sprzedawca"; "Ropczyce, podkarpackie"; "Umowa o pracę na okres próbny"; "A.T. Grin serwis Joanna Falarz"; "2025-01-31"; 
"Sprzedawca"; "Skrzyszów, podkarpackie"; "Umowa o pracę na czas określony"; "F.P.H.U. BOMIR Bogdan Dziedzic"; "2025-01-31"; 
"Sprzedawca"; "Kutno, łódzkie"; "Umowa o pracę na czas określony"; """EKO - SMAK"" Mariola Marczak"; "2025-01-31"; 
"Sprzedawca"; "Dąbrowa Tarnowska, małopolskie"; "Umowa o pracę na czas określony"; "Młynek Leszek F. P. H. U. MŁYNEK"; "2025-01-31"; 
"Sprzedawca"; "Jasło, podkarpackie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-31"; 
"Sprzedawca"; "Mrągowo, warmińsko-mazurskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-31"; 
"Sprzedawca"; "Mrągowo, warmińsko-mazurskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-31"; 
"Sprzedawca"; "Mrągowo, warmińsko-mazurskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-31"; 
"Sprzedawca"; "Turek, wielkopolskie"; "Umowa o pracę na czas określony"; "RENATA JANICKA RENI"; "2025-01-30"; 
"Sprzedawca"; "Piaseczno, mazowieckie"; "Umowa o pracę na czas nieokreślony"; "INTER-BIT KRZYSZTOF BUDZIAK"; "2025-01-31"; 
"Sprzedawca"; "Bechcice-Parcela, łódzkie"; "Umowa o pracę na okres próbny"; "JAMIR SOBIERAJ I WSPÓLNICY Sp. j."; "2025-02-01"; 
"Sprzedawca"; "Nowogród, kujawsko-pomorskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Mrągowo, warmińsko-mazurskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Przysucha, mazowieckie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Kielce, świętokrzyskie"; "Umowa o pracę na okres próbny"; "ZYCHOWICZ PRZETWÓRSTWO MIĘSA SPÓŁKA KOMANDYTOWA"; "2025-02-03"; 
"Sprzedawca"; "Wartkowice, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Rzgów, łódzkie"; "Umowa zlecenie / Umowa o świadczenie usług"; "ROMITEX MIROSŁAW ROSA"; "2025-02-03"; 
"Sprzedawca"; "Końskie, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Radziszów, małopolskie"; "Umowa o pracę na czas nieokreślony"; "FIRMA PRODUKCYJNO-HANDLOWA PIEKARNIA W RADZISZOWIE S.C. TOMASZ DĄBROWSKI, MONIKA DĄBROWSKA"; "2025-02-03"; 
"Sprzedawca"; "Końskie, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Końskie, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Wrocław, dolnośląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "kontakt przez OHP"; "2025-02-04"; 
"Sprzedawca"; "Chotomów, mazowieckie"; "Umowa o pracę na czas określony"; "EKOENERGIA BIS SŁAWOMIR CZAUDERNA"; "2025-02-03"; 
"Sprzedawca"; "Ropa, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Mrągowo, warmińsko-mazurskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Żywocice, opolskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "PIEKARNIA STASZOWSCY SPÓŁKA CYWILNA ZYGMUNT I IRENA STASZOWSCY"; "2025-02-03"; 
"Sprzedawca"; "Strzelce Wielkie, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Nowa Brzeźnica, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Siemkowice, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Sierpc, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Sprzedawca"; "Wyszków, mazowieckie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-04"; 
"Sprzedawca"; "Gorzyczki, śląskie"; "Umowa o pracę na okres próbny"; "F.H.U. JAROSŁAW CHOJKA"; "2025-02-04"; 
"Sprzedawca"; "Bełchatów, łódzkie"; "Nie dotyczy"; "SKLEP OGÓLNOSPOŻYWCZY RENATA BŁASZCZYK"; "2025-02-04"; 
"Sprzedawca"; "Orzysz, warmińsko-mazurskie"; "Umowa o pracę na czas nieokreślony"; "FHUP ""Działka i Ogród"" Tomasz Romanowski"; "2025-02-03"; 
"Sprzedawca"; "Wólka Kosowska, mazowieckie"; "Umowa o pracę na czas określony"; "W-LUCKY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-03"; 
"Sprzedawca"; "Zawiercie, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Sprzedawca"; "Osiek, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Sprzedawca"; "Cieszyn, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
